ID,projects,commit url,UTC of buggy commit,UTC of fix commit,start line,end line,defect method,change lines,resource types,root causes,fix approach,patch error?,standard libraries,third-party libraries,is interprocedural,key variable name,key variable location,key variable attribute
53,apache/beam,https://github.com/apache/beam/commit/42f63342be667649eff5ea65dd9714c8b2f75cff,2017-01-27T06:54:00Z,2017-04-08T04:55:17Z,175,226,runners/apex/src/main/java/org/apache/beam/runners/apex/ApexYarnLauncher.java:getYarnDeployDependencies,"runners/apex/src/main/java/org/apache/beam/runners/apex/ApexYarnLauncher.java@@ -173,56 +173,57 @@",file,noCloseRPath,try-with,no,java.io.InputStream,,no,dependencyTree,runners/apex/src/main/java/org/apache/beam/runners/apex/ApexYarnLauncher.java:176,local variable
54,apache/beam,https://github.com/apache/beam/commit/9cce412e30257903ab60490a16f7dbe71404f729,2024-06-03T18:34:38Z,2024-06-03T19:33:43Z,1953,1962,sdks/java/io/google-cloud-platform/src/main/java/org/apache/beam/sdk/io/gcp/bigtable/BigtableIO.java:close,"sdks/java/io/google-cloud-platform/src/main/java/org/apache/beam/sdk/io/gcp/bigtable/BigtableIO.java@@ -1953,6 +1953,7 @@",file,noCloseRPath,CloseOnRPath,no,,org.apache.beam.sdk.io.gcp.bigtable.BigtableService.Reader,no,reader,sdks/java/io/google-cloud-platform/src/main/java/org/apache/beam/sdk/io/gcp/bigtable/BigtableIO.java:1904,instance variable
55,apache/beam,https://github.com/apache/beam/commit/42f63342be667649eff5ea65dd9714c8b2f75cff,2017-01-27T06:54:00Z,2017-04-08T04:55:17Z,234,294,runners/apex/src/main/java/org/apache/beam/runners/apex/ApexYarnLauncher.java:createJar,"runners/apex/src/main/java/org/apache/beam/runners/apex/ApexYarnLauncher.java@@ -238,17 +239,17 @@",file,noCloseEPath,try-with,no,java.io.OutputStream,,no,out,runners/apex/src/main/java/org/apache/beam/runners/apex/ApexYarnLauncher.java:245,local variable
56,apache/beam,https://github.com/apache/beam/commit/42f63342be667649eff5ea65dd9714c8b2f75cff,2017-01-27T06:54:00Z,2017-04-08T04:55:17Z,274,282,runners/apex/src/main/java/org/apache/beam/runners/apex/ApexYarnLauncher.java:visitFile,"runners/apex/src/main/java/org/apache/beam/runners/apex/ApexYarnLauncher.java@@ -238,17 +239,17 @@",file,noCloseEPath,try-with,no,java.io.OutputStream,,no,out,runners/apex/src/main/java/org/apache/beam/runners/apex/ApexYarnLauncher.java:277,local variable
57,apache/beam,https://github.com/apache/beam/commit/a741a31cc6455db62097121da4b5bb250690418f,2016-02-02T08:00:06Z,2015-01-29T22:30:37Z,234,329,sdk/src/main/java/com/google/cloud/dataflow/sdk/util/gcsio/GoogleCloudStorageReadChannel.java:read,"sdk/src/main/java/com/google/cloud/dataflow/sdk/util/gcsio/GoogleCloudStorageReadChannel.java@@ -317,6 +318,27 @@",file,noCloseRPath,CloseOnRPath,yes,java.nio.channels.ReadableByteChannel,,no,readChannel,sdk/src/main/java/com/google/cloud/dataflow/sdk/util/gcsio/GoogleCloudStorageReadChannel.java:470,instance variable
58,apache/bookkeeper,https://github.com/apache/bookkeeper/commit/a164bcae6462f0f7078372cae3549d91989f7383,2024-07-03T00:04:59Z,2024-07-06T01:12:13Z,51,82,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/http/service/DeleteLedgerService.java:handle,"bookkeeper-server/src/main/java/org/apache/bookkeeper/server/http/service/DeleteLedgerService.java@@ -56,19 +56,20 @@",socket,noCloseRPath,try-with,no,,org.apache.bookkeeper.client.BookKeeper,no,bk,bookkeeper-server/src/main/java/org/apache/bookkeeper/server/http/service/DeleteLedgerService.java:59,local variable
59,apache/cloudstack,https://github.com/apache/cloudstack/commit/9d84d9933004e3d0a2af440761b5a06a0d58e5cf,2015-07-28T15:23:44Z,2015-07-28T15:26:29Z,268,279,engine/schema/src/com/cloud/upgrade/dao/Upgrade420to421.java:upgradeResourceCountforAccount,"engine/schema/src/com/cloud/upgrade/dao/Upgrade420to421.java@@ -267,15 +267,14 @@",socket,noCloseEPath,try-with,no,java.sql.PreparedStatement,,no,pstmt,engine/schema/src/com/cloud/upgrade/dao/Upgrade420to421.java:271,local variable
60,apache/cloudstack,https://github.com/apache/cloudstack/commit/168199360d45657c9752237e3aa208df79bbdc0b,2015-07-20T13:05:57Z,2015-07-28T15:23:44Z,281,292,engine/schema/src/com/cloud/upgrade/dao/Upgrade420to421.java:upgradeResourceCountforDomain,"engine/schema/src/com/cloud/upgrade/dao/Upgrade420to421.java@@ -280,14 +280,13 @@",socket,noCloseEPath,try-with,no,java.sql.PreparedStatement,,no,pstmt,engine/schema/src/com/cloud/upgrade/dao/Upgrade420to421.java:284,local variable
61,apache/cloudstack,https://github.com/apache/cloudstack/commit/8b350c37bd7b35234829c4709565eb339d99c2d5,2015-06-18T10:36:44Z,2015-07-27T12:43:11Z,617,678,server/src/com/cloud/server/ConfigurationServerImpl.java:updateSSLKeystore,"server/src/com/cloud/server/ConfigurationServerImpl.java@@ -650,11 +650,11 @@",file,noCloseEPath,try-with,no,java.io.FileOutputStream,,no,fo,server/src/com/cloud/server/ConfigurationServerImpl.java:655,local variable
62,apache/cloudstack,https://github.com/apache/cloudstack/commit/488ee88ae8453ad5029758020847aa09f9cd8ebc,2014-07-28T12:42:42Z,2015-07-27T12:43:10Z,85,115,core/src/com/cloud/storage/template/VmdkProcessor.java:getTemplateVirtualSize,"core/src/com/cloud/storage/template/VmdkProcessor.java@@ -86,9 +86,10 @@",file,noCloseRPath,try-with,no,java.io.FileReader,,no,fileReader,core/src/com/cloud/storage/template/VmdkProcessor.java:90,local variable
63,apache/cloudstack,https://github.com/apache/cloudstack/commit/df5f7150900c8a63bcf660699b9190ca79ba450c,2014-11-23T18:49:01Z,2015-07-14T09:53:22Z,60,158,services/console-proxy-rdp/rdpconsole/src/main/java/streamer/debug/MockServer.java:run,"services/console-proxy-rdp/rdpconsole/src/main/java/streamer/debug/MockServer.java@@ -59,11 +59,10 @@",socket,noCloseEPath,try-with,no,java.net.Socket,,no,socket,services/console-proxy-rdp/rdpconsole/src/main/java/streamer/debug/MockServer.java:63,local variable
64,apache/cloudstack,https://github.com/apache/cloudstack/commit/0cd8c06f7dceaf999acf202862c5d1d580e7aa0e,2014-11-23T18:49:01Z,2015-07-09T19:30:24Z,101,124,server/src/com/cloud/network/StorageNetworkManagerImpl.java:createStorageIpEntires,"server/src/com/cloud/network/StorageNetworkManagerImpl.java@@ -104,22 +104,21 @@",socket,noCloseRPath,try-with,no,java.sql.Connection,,no,conn,server/src/com/cloud/network/StorageNetworkManagerImpl.java:108,local variable
65,apache/cloudstack,https://github.com/apache/cloudstack/commit/803d6ed7df6ca86298a2da749ef2352ea07d1e75,2015-06-17T20:38:19Z,2015-07-09T19:30:23Z,640,674,engine/schema/src/com/cloud/vm/dao/UserVmDaoImpl.java:getVmsDetailByNames,"engine/schema/src/com/cloud/vm/dao/UserVmDaoImpl.java@@ -641,30 +641,23 @@",socket,noCloseEPath,try-with,no,java.sql.PreparedStatement,,no,pstmt,engine/schema/src/com/cloud/vm/dao/UserVmDaoImpl.java:getVmsDetailByNames:646,local variable
66,apache/cloudstack,https://github.com/apache/cloudstack/commit/6376503fe338496f3936fb10c2d6d30598e07023,2015-07-06T12:58:17Z,2015-07-09T19:30:23Z,5012,5101,plugins/hypervisors/xenserver/src/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java:createVmdataFiles,"plugins/hypervisors/xenserver/src/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java@@ -5052,12 +5052,11 @@",file,noCloseRPath,try-with,no,java.io.OutputStreamWriter,,no,fw,plugins/hypervisors/xenserver/src/com/cloud/hypervisor/xenserver/resource/CitrixResourceBase.java:5057,local variable
67,apache/cloudstack,https://github.com/apache/cloudstack/commit/6bc0defa1d30d4ca3a5a0260bb215147189763e1,2014-11-18T13:12:44Z,2014-11-18T14:48:31Z,80,97,utils/src/org/apache/cloudstack/utils/graphite/GraphiteClient.java:sendMetrics,"utils/src/org/apache/cloudstack/utils/graphite/GraphiteClient.java@@ -78,17 +78,14 @@",socket,noCloseEPath,try-with,no,java.net.DatagramSocket,,no,sock,utils/src/org/apache/cloudstack/utils/graphite/GraphiteClient.java:82,local variable
68,apache/cloudstack,https://github.com/apache/cloudstack/commit/350ac4c4b0e71156ed27307b2d625f46453500a2,2014-09-30T11:16:28Z,2014-10-13T12:21:02Z,84,206,engine/schema/src/com/cloud/upgrade/dao/Upgrade441to450.java:updateSystemVmTemplates,"engine/schema/src/com/cloud/upgrade/dao/Upgrade441to450.java@@ -82,126 +82,131 @@",socket,noCloseEPath,try-with,no,"java.sql.PreparedStatement,java.sql.ResultSet",,no,"pstmt,rs","engine/schema/src/com/cloud/upgrade/dao/Upgrade441to450.java:86,86",local variable
69,apache/cloudstack,https://github.com/apache/cloudstack/commit/de26a7228e1298d0a5d4d2c0bf00c924a99cd505,2014-07-23T18:37:36Z,2014-09-16T14:43:32Z,49,106,utils/src/com/cloud/utils/nio/NioClient.java:init,"utils/src/com/cloud/utils/nio/NioClient.java@@ -48,30 +49,23 @@",socket,noCloseEPath,try-with,no,java.nio.channels.SocketChannel,,no,sch,utils/src/com/cloud/utils/nio/NioClient.java:51,local variable
70,apache/cloudstack,https://github.com/apache/cloudstack/commit/b2283d7a28c7b46a5d67effab3cb39952d76dc51,2014-06-21T10:38:46Z,2014-06-24T21:19:47Z,58,193,framework/db/src/com/cloud/utils/crypt/EncryptionSecretKeyChanger.java:main,"framework/db/src/com/cloud/utils/crypt/EncryptionSecretKeyChanger.java@@ -105,8 +105,8 @@ ",file,noCloseRPath,try-with,no,java.io.InputStream,,no,new FileInputStream(),framework/db/src/com/cloud/utils/crypt/EncryptionSecretKeyChanger.java:109,anonymous variable
71,apache/cloudstack,https://github.com/apache/cloudstack/commit/39f775c38126bb25a0418f82196caaba463f8c1c,2014-06-03T13:39:28Z,2014-06-06T15:38:18Z,69,97,engine/schema/src/com/cloud/upgrade/dao/Upgrade430to440.java:addExtractTemplateAndVolumeColumns,"engine/schema/src/com/cloud/upgrade/dao/Upgrade430to440.java:@@ -67,53 +67,38 @@",socket,noCloseRPath,try-with,no,"java.sql.PreparedStatement,java.sql.ResultSet",,no,"pstm,rs","engine/schema/src/com/cloud/upgrade/dao/Upgrade430to440.java:70,71",local variable
72,apache/cloudstack,https://github.com/apache/cloudstack/commit/d21a15beb264e6628773902b3f664e3710385e06,2014-05-05T06:09:10Z,2014-06-03T14:52:58Z,73,155,engine/schema/src/com/cloud/upgrade/dao/Upgrade420to421.java:updateOverprovisioningPerVm,"engine/schema/src/com/cloud/upgrade/dao/Upgrade420to421.java@@ -86,12 +86,17 @@",socket,noCloseRPath,CloseOnRPath,yes,"java.sql.PreparedStatement,java.sql.ResultSet",,no,"pstmt1,result1","engine/schema/src/com/cloud/upgrade/dao/Upgrade420to421.java:74,77",local variable
73,apache/cloudstack,https://github.com/apache/cloudstack/commit/3e3ded75f48abf748ab37cfade4ebfe69fdeffd7,2014-02-09T15:50:10Z,2014-02-09T17:27:54Z,3301,3375,plugins/hypervisors/kvm/src/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java:execute,"plugins/hypervisors/kvm/src/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java@@ -3324,13 +3324,11 @@",file,noCloseEPath,try-with,no,java.io.FileOutputStream,,no,pubkStream,plugins/hypervisors/kvm/src/com/cloud/hypervisor/kvm/resource/LibvirtComputingResource.java:3329,local variable
74,apache/cloudstack,https://github.com/apache/cloudstack/commit/5cb3cd64e5661b55fca2f22f6bfc77b84f35ab13,2013-10-23T18:14:42Z,2013-11-07T15:23:20Z,143,155,framework/config/src/org/apache/cloudstack/framework/config/dao/ConfigurationDaoImpl.java:update,"framework/config/src/org/apache/cloudstack/framework/config/dao/ConfigurationDaoImpl.java@@ -142,30 +144,44 @@",socket,noCloseRPath,CloseInFinally,no,java.sql.PreparedStatement,,no,stmt,framework/config/src/org/apache/cloudstack/framework/config/dao/ConfigurationDaoImpl.java:146,local variable
75,apache/cloudstack,https://github.com/apache/cloudstack/commit/7a6751aa770eaf8065864f497bff401012f553ae,2013-11-21T14:15:26Z,2013-11-26T07:22:29Z,61,74,plugins/network-elements/juniper-contrail/src/org/apache/cloudstack/network/contrail/management/ManagementNetworkGuru.java:configure,"plugins/network-elements/juniper-contrail/src/org/apache/cloudstack/network/contrail/management/ManagementNetworkGuru.java:@@ -60,12 +62,29 @@ ",file,noCloseRPath,CloseInFinally,no,java.io.FileInputStream,,no,InputFile,plugins/network-elements/juniper-contrail/src/org/apache/cloudstack/network/contrail/management/ManagementNetworkGuru.java:65,anonymous variable
76,apache/cloudstack,https://github.com/apache/cloudstack/commit/2f0813aa3ecd0f99815b5ecd4e9cd40dc165a097,2015-04-16T12:06:52Z,2015-07-19T12:47:05Z,82,118,engine/schema/src/com/cloud/upgrade/dao/Upgrade450to451.java:encryptKeyInKeyStore,"engine/schema/src/com/cloud/upgrade/dao/Upgrade450to451.java:@@ -80,50 +80,30 @@",socket,noCloseEPath,try-with,no,java.sql.PreparedStatement,,no,updateStatement,engine/schema/src/com/cloud/upgrade/dao/Upgrade450to451.java:92,local variable
77,apache/cloudstack,https://github.com/apache/cloudstack/commit/793462e5fa40dc73ce30658fe6a27e4284ed9cdb,2014-06-03T07:09:55Z,2014-06-03T11:49:58Z,118,191,engine/schema/src/com/cloud/upgrade/dao/Upgrade421to430.java:encryptLdapConfigParams,"engine/schema/src/com/cloud/upgrade/dao/Upgrade421to430.java@@ -130,18 +130,20 @@",socket,noCloseRPath,CloseOnRPath,no,java.sql.PreparedStatement,,no,pstmt,engine/schema/src/com/cloud/upgrade/dao/Upgrade421to430.java:119,local variable
78,apache/cloudstack,https://github.com/apache/cloudstack/commit/f8691b2c69c9b72e91d30a4008d2c121d8045bd5,2013-11-21T14:15:26Z,2015-07-09T19:30:24Z,59,82,engine/schema/src/com/cloud/upgrade/dao/Upgrade218to22Premium.java:updateUserStats,"engine/schema/src/com/cloud/upgrade/dao/Upgrade218to22Premium.java:@@ -57,42 +57,40 @@ ",socket,noCloseEPath,try-with,no,java.sql.PreparedStatement,,no,pstmt,engine/schema/src/com/cloud/upgrade/dao/Upgrade218to22Premium.java:63,local variable
79,apache/dolphinscheduler,https://github.com/apache/dolphinscheduler/commit/ccc8ba1167f4b447ee4c19bee42b813c32f61027,2019-03-01T16:39:25Z,2020-10-22T05:35:57Z,308,336,dolphinscheduler-service/src/main/java/org/apache/dolphinscheduler/service/process/ProcessService.java:removeTaskLogFile,"dolphinscheduler-service/src/main/java/org/apache/dolphinscheduler/service/process/ProcessService.java@@ -307,31 +307,37 @@",socket,noCloseRPath,CloseInFinally,no,,org.apache.dolphinscheduler.service.log.LogClientService,no,logClient,dolphinscheduler-service/src/main/java/org/apache/dolphinscheduler/service/process/ProcessService.java:310,local variable
80,apache/dolphinscheduler,https://github.com/apache/dolphinscheduler/commit/b3b075d9157fc865cc8a090a8f31142bdfa8223f,2019-11-12T12:36:44Z,2020-02-06T11:32:31Z,139,217,dolphinscheduler-common/src/main/java/org/apache/dolphinscheduler/common/utils/ScriptRunner.java:runScript,"dolphinscheduler-common/src/main/java/org/apache/dolphinscheduler/common/utils/ScriptRunner.java@@ -161,44 +161,34 @@",socket,noCloseEPath,try-with,no,"java.sql.Statement,java.sql.ResultSet",,no,"statement,rs","dolphinscheduler-common/src/main/java/org/apache/dolphinscheduler/common/utils/ScriptRunner.java:164,178",local variable
81,apache/dolphinscheduler,https://github.com/apache/dolphinscheduler/commit/4b027fbf020c55c2f8244ac2c7ef8fe4807e46c5,2020-01-04T10:01:10Z,2020-01-07T13:53:55Z,55,108,dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/utils/ZooKeeperState.java:getZookeeperInfo,"dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/utils/ZooKeeperState.java@@ -55,41 +55,41 @@",file,noCloseEPath,try-with,no,java.util.Scanner,,no,"scannerForStat,scannerForWchs","dolphinscheduler-api/src/main/java/org/apache/dolphinscheduler/api/utils/ZooKeeperState.java:58,85",local variable
82,apache/dolphinscheduler,https://github.com/apache/dolphinscheduler/commit/2be1d4bf0add2485d4bf322aef7bbaeabfc223de,2022-07-11T01:57:00Z,2022-07-15T12:06:53Z,117,144,dolphinscheduler-master/src/main/java/org/apache/dolphinscheduler/server/master/MasterServer.java:close,"dolphinscheduler-master/src/main/java/org/apache/dolphinscheduler/server/master/MasterServer.java@@ -115,32 +115,28 @@",socket,noCloseEPath,try-with,no,,"org.apache.dolphinscheduler.scheduler.api.SchedulerApi,org.apache.dolphinscheduler.server.master.runner.MasterSchedulerBootstrap,org.apache.dolphinscheduler.server.master.rpc.MasterRPCServer,org.apache.dolphinscheduler.server.master.registry.MasterRegistryClient,org.apache.dolphinscheduler.service.bean.SpringApplicationContext",no,"schedulerApi,masterSchedulerBootstrap,masterRPCServer,masterRegistryClient,springApplicationContext","dolphinscheduler-master/src/main/java/org/apache/dolphinscheduler/server/master/MasterServer.java:65,62,74,56,53",instance variable
83,apache/drill,https://github.com/apache/drill/commit/b714b2d74f80755d02de87b3151d94cb9cfc6794,2017-06-03T04:43:14Z,2017-06-19T09:19:55Z,265,286,exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/ParquetRecordWriter.java:flush,"exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/ParquetRecordWriter.java@@ -263,26 +273,27 @@",file,noCloseEPath,CloseInFinally,no,,org.apache.parquet.column.ColumnWriteStore,no,store,exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/ParquetRecordWriter.java:214,instance variable
84,apache/drill,https://github.com/apache/drill/commit/7e564996f71330dd5acdae6d403841176eeb5c64,2016-03-02T22:08:51Z,2016-07-12T18:42:47Z,197,205,contrib/storage-hive/core/src/main/java/org/apache/drill/exec/store/hive/DrillHiveMetaStoreClient.java:getDatabasesHelper,"contrib/storage-hive/core/src/main/java/org/apache/drill/exec/store/hive/DrillHiveMetaStoreClient.java@@ -197,8 +200,15 @@",socket,noCloseEPath,CloseOnExcep,no,,org.apache.hadoop.hive.metastore.IMetaStoreClient,yes,mClient,contrib/storage-hive/core/src/main/java/org/apache/drill/exec/store/hive/DrillHiveMetaStoreClient.java:197,parameter
85,apache/drill,https://github.com/apache/drill/commit/1c7309fc99ebf3f18cd4658ed3606e97765f286c,2016-04-13T21:39:12Z,2016-12-19T22:49:36Z,303,314,exec/rpc/src/main/java/org/apache/drill/exec/rpc/BasicClient.java:close,"exec/rpc/src/main/java/org/apache/drill/exec/rpc/BasicClient.java@@ -302,14 +300,9 @@",socket,notProClose,AoRClose,no,,org.apache.drill.exec.rpc.RemoteConnection,no,connection,exec/rpc/src/main/java/org/apache/drill/exec/rpc/BasicClient.java:90,instance variable
86,apache/druid,https://github.com/apache/druid/commit/309fc04d54e7f909eb38c4655f414cfcdc986f69,2019-07-18T20:16:28Z,2020-06-03T01:26:06Z,73,82,core/src/main/java/org/apache/druid/common/guava/CombiningSequence.java:toYielder,"core/src/main/java/org/apache/druid/common/guava/CombiningSequence.java:@@ -76,9 +74,22 @@ ",file,noCloseRPath,CloseOnExcep,yes,,org.apache.druid.java.util.common.guava.Yielder,no,baseYielder,core/src/main/java/org/apache/druid/common/guava/CombiningSequence.java:79,local variable
87,apache/druid,https://github.com/apache/druid/commit/3d81564a14253515f9dc849334fa7db073eb5f58,2020-04-22T01:44:26Z,2020-06-03T01:26:18Z,113,175,processing/src/main/java/org/apache/druid/query/groupby/epinephelinae/GroupByQueryEngineV2.java:process,"processing/src/main/java/org/apache/druid/query/groupby/epinephelinae/GroupByQueryEngineV2.java:@@ -131,47 +131,53 @@ ",file,noCloseRPath,CloseOnExcep,no,,org.apache.druid.collections.ResourceHolder,no,bufferHolder,processing/src/main/java/org/apache/druid/query/groupby/epinephelinae/GroupByQueryEngineV2.java:132,local variable
88,apache/druid,https://github.com/apache/druid/commit/46beaa06408f814936ce5171bbec25887d7aec94,2019-12-12T01:30:44Z,2020-05-16T16:57:12Z,54,81,extensions-core/parquet-extensions/src/main/java/org/apache/druid/data/input/parquet/ParquetReader.java:ParquetReader<init>,"extensions-core/parquet-extensions/src/main/java/org/apache/druid/data/input/parquet/ParquetReader.java:@@ -45,44 +46,54 @@ ",file,noCloseRPath,CloseOnExcep,yes,,org.apache.druid.java.util.common.io.Closer,yes,closer,extensions-core/parquet-extensions/src/main/java/org/apache/druid/data/input/parquet/ParquetReader.java:66,instance variable
